 20 	 109788 
 21 	 107697 
 22 	 109780 
 23 	 111780 
 24 	 110528 
 25 	 110237 
 26 	 108852 
 27 	 112568 
 28 	 114996 	  
 30 	 113051 
 31 	 112865 
 32 	 111790 
 33 	 108161 
 34 	 108454 
 35 	 112248 
 36 	 108898 
 37 	 109106 
 38 	 106854 
 39 	 108146 
 40 	 109466 
 41 	 111865 
 42 	 113051 
 43 	 113925 
 44 	 110187 
 45 	 109535 
 46 	 108437 
 47 	 111193 
 48 	 109853 
 49 	 108864 
 50 	 111232 
 51 	 111876 
 52 	 112955 
 53 	 109816 
 54 	 111070 
 55 	 111484 
 56 	 113312 
 57 	 114803 
 58 	 112760 
 59 	 109233 
 60 	 110158 
 61 	 109094 
 62 	 109342 
 63 	 112784 
 64 	 113031 
 65 	 109173  	  
 67 	 109902 
 68 	 108592 
 69 	 112578 
 70 	 113574 
 71 	 113922 
 72 	 109616 
 73 	 113883 
 74 	 112539 
 75 	 110901 
 76 	 111462 
 77 	 112026 
 78 	 108343 
 79 	 108888 
 80 	 114338 
 81 	 115510 
 82 	 111111 
 83 	 110750 
 84 	 113870 
 85 	 115039 
 86 	 111417 
 87 	 115924 
 88 	 111533 
 89 	 113092 
 90 	 115499 
 91 	 110599 
 92 	 108850 
 93 	 112106 
 94 	 113183 
 95 	 114395 
 96 	 112689 
 97 	 111086 
 98 	 112952 
 99 	 113716 
 100 	 112087 
 101 	 114489 
 102 	 113389 
 103 	 111144 
 104 	 112619 
 105 	 113251 
 106 	 107879 
 107 	 108733 
 108 	 111724 
 109 	 111453 
 110 	 116267 
 111 	 110139 
 112 	 111110 
 113 	 107780 
 114 	 113226 
 115 	 111404 
 116 	 113062 
 117 	 112188 
 118 	 114370 
 119 	 112308 
 120 	 108489 
 121 	 116044 
 122 	 115122 
 123 	 116156 
 124 	 109598 
 125 	 114159 
 126 	 107241 
 127 	 112871 
 128 	 115965 
 129 	 114392 
 130 	 110167 
 131 	 110831 
 132 	 115709 
 133 	 112940 
 134 	 113846 
 135 	 115568 
 136 	 113765 
 137 	 114803 
 138 	 109088 
 139 	 111223 
 140 	 114534 
 141 	 112719 
 142 	 112408 
 143 	 116478 
 144 	 115077 
 145 	 110730 
 146 	 110578 
 147 	 113684 
 148 	 111484 
 149 	 113423 
 150 	 108914 
 151 	 115568 
 152 	 112367 
 153 	 114539 
 154 	 113704 
 155 	 108828 
 156 	 117035 
 157 	 112579 
 158 	 112086 
 159 	 119133 
 160 	 114702 
 161 	 107499 
 162 	 115837 
 163 	 112288 
 164 	 116067 
 165 	 110991 
 166 	 109384 
 167 	 113292 
 168 	 108385 
 169 	 114286 
 170 	 113542 
 171 	 112860 
 172 	 110119 
 173 	 113724 
 174 	 105636 
 175 	 109836 
 176 	 109335 
 177 	 109102 
 178 	 115233 
 179 	 110710 
 180 	 112711 
 181 	 113874 
 182 	 113874 
 183 	 110366 
 184 	 113554 
 185 	 113554 
 186 	 115002 
 187 	 111092 
 188 	 107536 
 189 	 106639 
 190 	 114313 
 191 	 113543 
 192 	 112015 
 193 	 112729 
 194 	 113724 
 195 	 111513 
 196 	 111830 
 197 	 112829 
 198 	 114682 
 199 	 113091 
 200 	 112137 
 201 	 112980 
 202 	 110050 
 203 	 113252 
 204 	 116834 
 205 	 116652 
 206 	 109874 
 207 	 113363 
 208 	 109988 
 209 	 112317 
 210 	 108552 
 211 	 112287 
 212 	 110726 
 213 	 118401 
 214 	 114153 
 215 	 109638 
 216 	 112186 
 217 	 109256 
 218 	 114053 
 219 	 110700 
 220 	 113089 
 221 	 110019 
